titleEnglish;titleRomaji;startDate;endDate;format;genres;popularity;score;image
This Ugly Yet Beautiful World;Kono Minikuku mo Utsukushii Sekai;2/4/2004;18/6/2004;TV;['Comedy', 'Drama', 'Romance', 'Sci-Fi'];7823;61;images\146.png
Rumbling Hearts;Kimi ga Nozomu Eien;5/10/2003;4/1/2004;TV;['Drama', 'Romance', 'Slice of Life'];18915;66;images\147.png
Diamond Daydreams;Kita e.: Diamond Dust Drops;20/1/2004;5/4/2004;TV;['Drama', 'Romance', 'Slice of Life'];1729;58;images\148.png
Loveless;LOVELESS;7/4/2005;30/6/2005;TV;['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance'];12847;58;images\noimage.png
Blood+;BLOOD+;8/10/2005;23/9/2006;TV;['Action', 'Drama', 'Horror', 'Mystery', 'Supernatural'];44636;71;images\150.png
Re: Cutie Honey;Re: Cutie Honey;24/7/2004;25/9/2004;OVA;['Action', 'Comedy', 'Ecchi', 'Mahou Shoujo', 'Sci-Fi'];8979;69;images\noimage.png
Solty Rei;Solty Rei;6/10/2005;30/3/2006;TV;['Action', 'Sci-Fi'];4503;67;images\152.png
The Twelve Kingdoms;Juuni Kokuki;9/4/2002;30/8/2003;TV;['Action', 'Adventure', 'Fantasy', 'Supernatural'];26204;76;images\153.png
Shaman King;Shaman King;4/7/2001;25/9/2002;TV;['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural'];44770;73;images\154.png
X;X;3/8/1996;3/8/1996;MOVIE;['Action', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi'];6184;59;images\155.png
X (TV);X (TV);3/10/2001;27/3/2002;TV;['Action', 'Drama', 'Fantasy', 'Romance'];11325;68;images\156.png
Negima!;Mahou Sensei Negima!;6/1/2005;30/6/2005;TV;['Comedy', 'Ecchi', 'Fantasy', 'Romance'];20363;64;images\157.png
Maria Watches Over Us;Maria-sama ga Miteru;8/1/2004;1/4/2004;TV;['Drama', 'Romance', 'Slice of Life'];13249;68;images\158.png
Melody of Oblivion;Boukyaku no Senritsu;7/4/2004;22/9/2004;TV;['Action', 'Adventure', 'Fantasy', 'Horror', 'Mecha', 'Sci-Fi'];2982;56;images\159.png
Now and Then, Here and There;Ima, Soko ni Iru Boku;14/10/1999;20/1/2000;TV;['Adventure', 'Drama', 'Fantasy', 'Sci-Fi'];30504;73;images\160.png
Peacemaker;PEACE MAKER Kurogane;8/10/2003;24/3/2004;TV;['Action', 'Comedy'];6999;68;images\161.png
Pita-Ten;Pitaten;7/4/2002;29/9/2002;TV;['Comedy', 'Fantasy', 'Romance'];3480;63;images\162.png
Power Stone;Power Stone;3/4/1999;25/9/1999;TV;['Adventure', 'Comedy', 'Fantasy'];1556;58;images\163.png
Princess Mononoke;Mononoke-hime;12/7/1997;12/7/1997;MOVIE;['Action', 'Adventure', 'Drama', 'Fantasy'];200511;84;images\164.png
RahXephon;RahXephon;21/1/2002;10/9/2002;TV;['Drama', 'Mecha', 'Music', 'Mystery', 'Psychological', 'Romance', 'Sci-Fi'];20568;70;images\165.png
Samurai 7;Samurai 7;12/6/2004;25/12/2004;TV;['Action', 'Mecha', 'Sci-Fi'];16093;70;images\166.png
Scrapped Princess;Scrapped Princess;8/4/2003;7/10/2003;TV;['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Mecha', 'Sci-Fi'];13637;70;images\167.png
s-CRY-ed;Scryed;4/7/2001;26/12/2001;TV;['Action', 'Adventure', 'Sci-Fi'];11358;69;images\168.png
Lunar Legend Tsukihime;Shingetsutan Tsukihime;10/10/2003;26/12/2003;TV;['Action', 'Horror', 'Mystery', 'Romance', 'Supernatural'];25915;60;images\169.png
Slam Dunk;SLAM DUNK;16/10/1993;23/3/1996;TV;['Comedy', 'Drama', 'Slice of Life', 'Sports'];48242;82;images\170.png
Strange Dawn;Strange Dawn;11/7/2000;26/9/2000;TV;['Adventure', 'Drama', 'Fantasy'];1589;55;images\171.png
tactics;tactics;6/10/2004;30/3/2005;TV;['Comedy', 'Drama', 'Fantasy', 'Mystery'];4255;65;images\173.png
Tenjho Tenge;Tenjou Tenge;2/4/2004;17/9/2004;TV;['Action', 'Comedy', 'Ecchi'];23165;63;images\174.png
Tokyo Underground;Tokyo Underground;2/4/2002;24/9/2002;TV;['Action', 'Adventure', 'Romance', 'Sci-Fi'];3984;60;images\175.png
Triangle Heart: Sweet Songs Forever;Triangle Heart: Sweet Songs Forever;24/7/2003;26/12/2003;OVA;['Adventure', 'Romance'];1561;53;images\176.png
Tsubasa RESERVoir CHRoNiCLE;Tsubasa Chronicle;9/4/2005;15/10/2005;TV;['Adventure', 'Fantasy', 'Romance'];27756;70;images\177.png
Ultramaniac - Magical Girl;Ultra Maniac;20/5/2003;11/11/2003;TV;['Comedy', 'Romance', 'Supernatural'];4476;66;images\178.png
Tokimeki Fushigi Diary Ultra Maniac;Tokimeki Fushigi Diary Ultra Maniac;6/8/2002;6/8/2002;SPECIAL;['Comedy', 'Romance', 'Supernatural'];941;59;images\179.png
Vandread;Vandread;3/10/2000;19/12/2000;TV;['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi'];10694;66;images\180.png
Vandread: The Second Stage;Vandread: the second stage;5/10/2001;18/1/2002;TV;['Action', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi'];5987;69;images\181.png
Vision of Escaflowne;Tenkuu no Escaflowne;2/4/1996;24/9/1996;TV;['Adventure', 'Fantasy', 'Mecha', 'Romance'];25764;72;images\182.png
Whistle!;Whistle!;6/5/2002;3/2/2003;TV;['Sports'];2206;65;images\183.png
Xenosaga: The Animation;Xenosaga: THE ANIMATION;6/1/2005;24/3/2005;TV;['Action', 'Mecha', 'Sci-Fi'];2857;55;images\184.png
Initial D 1st Stage;Initial D;19/4/1998;6/12/1998;TV;['Action', 'Drama', 'Sports'];73717;81;images\185.png
Initial D 2nd Stage;Initial D SECOND STAGE;15/10/1999;21/1/2000;TV;['Action', 'Drama', 'Sports'];38092;80;images\186.png
Initial D 3rd Stage;Initial D THIRD STAGE;13/1/2001;13/1/2001;MOVIE;['Action', 'Drama', 'Romance', 'Sports'];32358;78;images\187.png
Masquerade;Gosenzo San'e;25/9/1998;25/3/1999;OVA;['Comedy', 'Hentai', 'Mystery', 'Supernatural'];617;53;images\188.png
Love Hina;Love Hina;19/4/2000;27/9/2000;TV;['Comedy', 'Ecchi', 'Romance', 'Slice of Life'];32472;66;images\189.png
Love Hina Again;Love Hina Again;26/1/2002;27/3/2002;OVA;['Comedy', 'Drama', 'Romance'];10105;67;images\190.png
Love Hina Christmas Movie;Love Hina Christmas Special: Silent Eve;25/12/2000;25/12/2000;SPECIAL;['Comedy', 'Romance', 'Slice of Life'];6693;67;images\191.png
Love Hina Spring Movie;Love Hina: Haru Special - Kimi Sakura Chiru Nakare!!;2/4/2001;2/4/2001;SPECIAL;['Adventure', 'Comedy', 'Romance'];6186;66;images\noimage.png
Maburaho;Maburaho;14/10/2003;6/4/2004;TV;['Comedy', 'Drama', 'Ecchi', 'Romance'];11272;61;images\193.png
Macross Zero;Macross Zero;21/12/2002;20/10/2004;OVA;['Action', 'Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi'];7566;70;images\194.png
Please☆Teacher!;Onegai☆Teacher;10/1/2002;28/3/2002;TV;['Comedy', 'Drama', 'Romance', 'Sci-Fi'];22192;66;images\195.png
Please☆Twins!;Onegai☆Twins;15/7/2003;14/10/2003;TV;['Comedy', 'Drama', 'Romance'];10610;63;images\196.png
Rizelmine;Rizelmine;2/4/2002;21/12/2002;TV;['Comedy', 'Ecchi', 'Romance', 'Sci-Fi'];3664;58;images\197.png
Speed Grapher;Speed Grapher;8/4/2005;30/9/2005;TV;['Action', 'Drama', 'Ecchi', 'Mystery', 'Psychological', 'Supernatural'];16704;68;images\198.png
Spirited Away;Sen to Chihiro no Kamikakushi;20/7/2001;20/7/2001;MOVIE;['Adventure', 'Drama', 'Fantasy', 'Supernatural'];323465;86;images\199.png
Video Girl Ai;Denei Shoujo VIDEO GIRL AI;27/3/1992;28/8/1992;OVA;['Comedy', 'Drama', 'Ecchi', 'Romance'];6460;67;images\201.png
Wolf's Rain;Wolf's Rain;7/1/2003;29/7/2003;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi'];42331;74;images\202.png
Words Worth;Words Worth;25/8/1999;25/11/2000;OVA;['Adventure', 'Fantasy', 'Hentai'];1181;58;images\203.png
Yumeria;Yumeria;9/1/2004;26/3/2004;TV;['Action', 'Comedy', 'Ecchi'];3357;53;images\204.png
Samurai Champloo;Samurai Champloo;20/5/2004;19/3/2005;TV;['Action', 'Adventure', 'Comedy'];191188;84;images\205.png
Record of Lodoss War: Chronicles of the Heroic Knight;Lodoss-tou Senki: Eiyuu Kishi Den;1/4/1998;30/9/1998;TV;['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance'];5060;65;images\206.png
Record of Lodoss War;Lodoss-tou Senki;30/6/1990;23/11/1991;OVA;['Action', 'Adventure', 'Fantasy', 'Supernatural'];14537;68;images\207.png
R.O.D - READ OR DIE;R.O.D -READ OR DIE-;23/5/2001;6/2/2002;OVA;['Action', 'Drama', 'Mystery', 'Sci-Fi'];11988;72;images\208.png
R.O.D -THE TV-;R.O.D -THE TV-;1/9/2003;16/3/2004;TV;['Action', 'Drama', 'Mystery', 'Sci-Fi'];9901;71;images\209.png
Ranma ½;Ranma 1/2;15/4/1989;16/9/1989;TV;['Action', 'Comedy', 'Ecchi', 'Romance', 'Slice of Life'];36658;74;images\210.png
Pure Mail;Pure Mail;25/9/2001;21/12/2001;OVA;['Hentai'];635;52;images\noimage.png
Project A-ko;Project A-Ko;21/6/1986;21/6/1986;MOVIE;['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi'];5416;65;images\212.png
Welcome to Pia Carrot;Pia Carrot e Youkoso!!;24/10/1997;24/4/1998;OVA;['Comedy', 'Hentai', 'Romance'];594;49;images\213.png
Welcome To Pia Carrot 2;Pia Carrot e Youkoso!! 2;23/10/1998;23/4/1999;OVA;['Comedy', 'Drama', 'Hentai', 'Romance'];430;48;images\214.png
Pia Carrot e Youkoso!! 2 DX;Pia Carrot e Youkoso!! 2 DX;18/12/1999;25/10/2000;OVA;['Comedy', 'Romance'];628;51;images\215.png
Martian Successor Nadesico;Kidou Senkan Nadesico;1/10/1996;25/3/1997;TV;['Action', 'Comedy', 'Mecha', 'Romance', 'Sci-Fi'];11275;72;images\218.png
Martian Successor Nadesico: The Prince of Darkness;Kidou Senkan Nadesico: The prince of darkness;1/8/1998;1/8/1998;MOVIE;['Action', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi'];3088;62;images\219.png
Mezzo Forte;Mezzo Forte;25/5/2000;25/6/2001;OVA;['Action', 'Comedy', 'Hentai', 'Sci-Fi'];6008;62;images\221.png
Mezzo;MEZZO;4/1/2004;28/3/2004;TV;['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi'];3883;60;images\222.png
Dragon Ball;Dragon Ball;26/2/1986;12/4/1989;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Supernatural'];153453;77;images\223.png
Dragon Ball GT;Dragon Ball GT;7/2/1996;19/11/1997;TV;['Action', 'Adventure', 'Comedy', 'Sci-Fi'];91040;62;images\225.png
Elfen Lied;Elfen Lied;25/7/2004;17/10/2004;TV;['Action', 'Drama', 'Ecchi', 'Horror', 'Psychological', 'Romance', 'Supernatural'];190980;68;images\226.png
FLCL;FLCL;26/4/2000;16/3/2001;OVA;['Action', 'Comedy', 'Mecha', 'Sci-Fi'];142927;78;images\227.png
Hell Girl;Jigoku Shoujo;5/10/2005;5/4/2006;TV;['Drama', 'Horror', 'Mystery', 'Psychological', 'Supernatural'];56344;71;images\228.png
Ninja Nonsense;Ninin ga Shinobuden;10/7/2004;25/9/2004;TV;['Comedy'];5774;64;images\229.png
Air Master;Air Master;2/4/2003;1/10/2003;TV;['Action', 'Adventure', 'Comedy'];5181;61;images\230.png
Shrine of the Morning Mist;Asagiri no Miko;4/7/2002;26/12/2002;TV_SHORT;['Action', 'Comedy', 'Drama', 'Fantasy'];1312;53;images\231.png
Cardcaptor Sakura;Cardcaptor Sakura;7/4/1998;21/3/2000;TV;['Comedy', 'Drama', 'Fantasy', 'Mahou Shoujo', 'Romance'];72006;80;images\232.png
Daa! Daa! Daa!;Daa! Daa! Daa!;28/3/2000;26/2/2002;TV;['Comedy', 'Sci-Fi'];3525;69;images\233.png
Dan Doh!!;Dan Doh!!;3/4/2004;25/9/2004;TV;['Adventure', 'Sports'];884;53;images\234.png
Case Closed;Meitantei Conan;8/1/1996;None/None/None;TV;['Adventure', 'Comedy', 'Mystery', 'Psychological'];54464;81;images\235.png
E's Otherwise;E'S OTHERWISE;1/4/2003;23/9/2003;TV;['Action', 'Drama', 'Sci-Fi'];1811;57;images\236.png
Eureka Seven;Koukyoushihen Eureka Seven;17/4/2005;2/4/2006;TV;['Action', 'Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi'];64813;77;images\237.png
Flame of Recca;Rekka no Honoo;19/7/1997;10/7/1998;TV;['Action', 'Adventure'];9115;68;images\238.png
Gankutsuou: The Count of Monte Cristo;Gankutsuou;6/10/2004;30/3/2005;TV;['Drama', 'Mystery', 'Sci-Fi', 'Supernatural', 'Thriller'];44026;79;images\239.png
Genshiken;Genshiken;10/10/2004;26/12/2004;TV;['Comedy', 'Slice of Life'];29265;73;images\240.png
Girls Bravo;GIRLS Bravo: first season;5/7/2004;27/9/2004;TV;['Comedy', 'Ecchi', 'Romance'];18619;57;images\241.png
The Gokusen;Gokusen;6/1/2004;30/3/2004;TV;['Comedy', 'Drama', 'Slice of Life'];7486;70;images\242.png
Gravitation TV;Gravitation;4/10/2000;10/1/2001;TV;['Comedy', 'Music', 'Romance'];12300;62;images\243.png
Agatha Christie's Great Detectives Poirot and Marple;Agatha Christie no Meitantei Poirot to Marple;4/7/2004;15/5/2005;TV;['Mystery'];1482;59;images\244.png
GTO: Great Teacher Onizuka;GTO;30/6/1999;24/9/2000;TV;['Comedy', 'Drama', 'Slice of Life'];114986;84;images\245.png
Rave Master;GROOVE ADVENTURE RAVE;13/10/2001;28/9/2002;TV;['Adventure', 'Comedy', 'Fantasy', 'Romance'];14525;66;images\246.png
Haruka: Beyond the Stream of Time – A Tale of the Eight Guardians;Harukanaru Toki no Naka de: Hachiyou Shou;6/10/2004;30/3/2005;TV;['Drama', 'Fantasy'];2695;61;images\247.png
Strawberry 100%;Ichigo 100%;6/4/2005;22/6/2005;TV;['Comedy', 'Ecchi', 'Romance'];14616;61;images\248.png
InuYasha;Inuyasha;16/10/2000;13/9/2004;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance'];123429;76;images\249.png
Zatch Bell!;Konjiki no Gash Bell!!;6/4/2003;26/3/2006;TV;['Adventure', 'Comedy', 'Supernatural'];20151;72;images\250.png
Kyo Kara Maoh! - God (?) Save Our King!;Kyou kara Maou!;3/4/2004;25/2/2006;TV;['Adventure', 'Comedy', 'Fantasy'];13238;70;images\251.png
Madlax;Madlax;5/4/2004;27/9/2004;TV;['Action', 'Drama', 'Mystery', 'Psychological', 'Supernatural'];6872;65;images\252.png
Haré+Guu;Jungle wa Itsumo Hare nochi Guu;3/4/2001;25/9/2001;TV;['Comedy'];5355;71;images\253.png
Haré+Guu Deluxe;Jungle wa Itsumo Hare nochi Guu Deluxe;25/8/2002;25/1/2003;OVA;['Comedy'];1709;72;images\254.png
Jungle wa Itsumo Hare nochi Guu FINAL;Jungle wa Itsumo Hare nochi Guu FINAL;21/12/2003;25/6/2004;OVA;['Comedy'];1402;70;images\255.png
Voices of a Distant Star;Hoshi no Koe;2/2/2002;2/2/2002;OVA;['Drama', 'Mecha', 'Romance', 'Sci-Fi'];27792;64;images\256.png
Battle Vixens: Ikki Tousen;Ikkitousen;30/7/2003;22/10/2003;TV;['Action', 'Ecchi'];22571;57;images\257.png
Sheep's Song;Hitsuji no Uta;25/5/2003;25/2/2004;OVA;['Drama', 'Horror'];3168;54;images\258.png
HAPPY☆LESSON;HAPPY☆LESSON;19/7/2001;23/5/2003;OVA;['Comedy', 'Romance'];1791;58;images\259.png
HAPPY☆LESSON (TV);HAPPY☆LESSON (TV);1/4/2002;30/6/2002;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];3657;59;images\260.png
HAPPY☆LESSON: ADVANCE;HAPPY☆LESSON: ADVANCE;3/7/2003;28/9/2003;TV;['Comedy', 'Romance', 'Slice of Life'];1923;60;images\261.png
HAPPY☆LESSON: THE FINAL;HAPPY☆LESSON: THE FINAL;25/5/2004;22/10/2004;OVA;['Comedy', 'Romance'];1323;59;images\262.png
Hajime no Ippo: The Fighting!;Hajime no Ippo: THE FIGHTING!;4/10/2000;27/3/2002;TV;['Comedy', 'Drama', 'Sports'];86202;86;images\263.png
Hajime no Ippo: The Fighting! - Champion Road;Hajime no Ippo: Champion Road;18/4/2003;18/4/2003;SPECIAL;['Comedy', 'Sports'];22212;80;images\264.png
Hajime no Ippo: The Fighting! - Mashiba vs Kimura;Hajime no Ippo: Mashiba vs Kimura - Shikei Shikkou;5/9/2003;5/9/2003;OVA;['Comedy', 'Sports'];19057;81;images\265.png
Gunparade March;Gunparade March: Arata Naru Kougunka;6/2/2003;24/4/2003;TV;['Drama', 'Mecha', 'Romance', 'Sci-Fi', 'Slice of Life'];2493;59;images\266.png
Gungrave;Gungrave;7/10/2003;30/3/2004;TV;['Action', 'Drama', 'Sci-Fi'];26343;73;images\267.png
GOLDEN BOY;GOLDEN BOY: Sasurai no Obenkyou Yarou;27/10/1995;28/6/1996;OVA;['Adventure', 'Comedy', 'Ecchi'];71031;77;images\268.png
Bleach;BLEACH;5/10/2004;27/3/2012;TV;['Action', 'Adventure', 'Supernatural'];311642;77;images\269.png
Hellsing;HELLSING;11/10/2001;17/1/2002;TV;['Action', 'Horror', 'Supernatural'];93002;71;images\270.png
Gad Guard;Gad Guard;16/4/2003;25/9/2003;TV;['Adventure', 'Mecha', 'Sci-Fi'];2505;60;images\271.png
Noir;Noir;6/4/2001;28/9/2001;TV;['Action', 'Drama', 'Mystery'];17944;68;images\272.png
Someday's Dreamers;Mahoutsukai ni Taisetsu na Koto;10/1/2003;28/3/2003;TV;['Drama', 'Slice of Life', 'Supernatural'];5648;62;images\273.png
Kiddy Grade;Kiddy Grade;9/10/2002;19/3/2003;TV;['Action', 'Ecchi', 'Mecha', 'Sci-Fi'];6370;66;images\274.png
Love Love?;LOVE♥LOVE?;4/5/2004;29/6/2004;TV_SHORT;['Comedy', 'Ecchi', 'Romance'];3287;50;images\275.png
Mahoromatic: Automatic Maiden;Mahoromatic;10/9/2001;28/1/2002;TV;['Comedy', 'Ecchi', 'Romance', 'Sci-Fi'];11243;67;images\276.png
Mahoromatic: Something More Beautiful;Mahoromatic: Motto Utsukushii Mono;26/9/2002;16/1/2003;TV;['Comedy', 'Drama', 'Ecchi', 'Romance', 'Sci-Fi'];4957;66;images\277.png
Viewtiful Joe;Viewtiful Joe;2/10/2004;24/9/2005;TV;['Action', 'Comedy', 'Sci-Fi'];2233;62;images\278.png
Requiem from the Darkness;Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari;4/10/2003;27/12/2003;TV;['Horror', 'Mystery', 'Psychological', 'Supernatural'];6203;65;images\279.png
Animal Lane;Animal Yokochou;4/10/2005;26/9/2006;TV;['Adventure', 'Comedy', 'Fantasy'];704;60;images\280.png
Akane Maniax;Akane Maniax;25/11/2004;26/8/2005;OVA;['Comedy', 'Mecha', 'Romance'];3140;53;images\281.png
Angel Heart;Angel Heart;4/10/2005;26/9/2006;TV;['Action', 'Romance'];2962;64;images\282.png
Anne of Green Gables;Akage no Anne;7/1/1979;30/12/1979;TV;['Drama', 'Slice of Life'];10902;78;images\283.png
Area 88 (TV);Area 88 (TV);9/1/2004;26/3/2004;TV;['Action', 'Drama', 'Romance'];2428;63;images\284.png
Argento Soma;Argento Soma;6/10/2000;22/3/2001;TV;['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi'];6096;62;images\285.png
B't X;B’T X;6/4/1996;21/9/1996;TV;['Adventure', 'Mecha', 'Sci-Fi'];1920;62;images\286.png
Baki the Grappler;Grappler Baki (TV);9/1/2001;26/6/2001;TV;['Action', 'Sports'];24589;72;images\287.png
Beyblade;Bakuten Shoot Beyblade;8/1/2001;24/12/2001;TV;['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Sports'];19421;64;images\288.png
Comic Party;Comic Party;2/4/2001;25/6/2001;TV;['Comedy', 'Drama'];3450;61;images\289.png
Crest of the Stars;Seikai no Monshou;2/1/1999;27/3/1999;TV;['Action', 'Romance', 'Sci-Fi'];11140;72;images\290.png
D.C.S.S. ~Da Capo Second Season~;D.C.S.S.: Da Capo Second Season;2/7/2005;24/12/2005;TV;['Comedy', 'Drama', 'Romance', 'Supernatural'];5000;64;images\291.png
Hoop Days;Dear Boys;7/4/2003;29/9/2003;TV;['Drama', 'Sports'];3151;60;images\292.png
Di Gi Charat;Di Gi Charat;30/11/1999;24/12/1999;TV_SHORT;['Comedy', 'Fantasy', 'Sci-Fi'];6034;65;images\293.png
Divergence Eve;Divergence Eve;2/7/2003;24/9/2003;TV;['Adventure', 'Comedy', 'Drama', 'Horror', 'Mecha', 'Sci-Fi'];2102;51;images\294.png
Misaki Chronicle: Divergence Eve;Divergence Eve 2: Misaki Chronicles;3/1/2004;27/3/2004;TV;['Mecha', 'Sci-Fi'];1145;53;images\295.png
Dragon Drive;Dragon Drive;4/7/2002;27/3/2003;TV;['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];2964;61;images\296.png
Grenadier: The Beautiful Warrior;Grenadier: Hohoemi no Senshi;14/10/2004;13/1/2005;TV;['Action', 'Adventure', 'Comedy', 'Ecchi'];7114;61;images\297.png
.hack//Legend Of The Twilight;.hack//Tasogare no Udewa Densetsu;9/1/2003;27/3/2003;TV;['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi'];8245;61;images\298.png
.hack//Liminality;.hack//Liminality;20/6/2002;12/4/2003;OVA;['Mystery', 'Sci-Fi'];4720;61;images\299.png
3x3 Eyes;3x3 EYES;25/7/1991;19/3/1992;OVA;['Action', 'Fantasy', 'Horror', 'Romance'];4589;61;images\300.png
Cinderella Boy;Cinderella Boy;24/6/2003;16/9/2003;TV;['Action', 'Adventure', 'Comedy', 'Mystery'];1612;58;images\301.png
Future Boy Conan;Mirai Shounen Conan;4/4/1978;31/10/1978;TV;['Adventure', 'Drama', 'Sci-Fi'];10810;76;images\302.png
Oh! My Goddess: The Adventures of Mini-Goddess;Aa! Megami-sama!: Chichaitte Koto wa Benri da ne;6/4/1998;29/3/1999;TV_SHORT;['Comedy', 'Supernatural'];2301;62;images\303.png
Magical Shopping Arcade Abenobashi;Abenobashi Mahou☆Shoutengai;4/4/2002;27/6/2002;TV;['Comedy', 'Ecchi', 'Fantasy'];16259;69;images\306.png
Kerokko Demetan;Kerokko Demetan;2/1/1973;25/9/1973;TV;['Comedy'];360;48;images\307.png
Zettai Shounen;Zettai Shounen;21/5/2005;19/11/2005;TV;['Drama', 'Fantasy', 'Mystery', 'Sci-Fi'];4454;62;images\308.png
Three Little Ghosts;Chiisana Obake Acchi, Kocchi, Socchi;9/4/1991;7/4/1992;TV;['Comedy', 'Supernatural'];262;47;images\310.png
Ace wo Nerae!;Ace wo Nerae!;5/10/1973;29/3/1974;TV;['Drama', 'Sports'];5408;68;images\311.png
Ace wo Nerae: Final Stage;Ace wo Nerae: Final Stage;25/10/1989;25/4/1990;OVA;['Action', 'Sports'];915;64;images\312.png
Aim for the Ace! (1979);Ace wo Nerae! (1979);8/9/1979;8/9/1979;MOVIE;['Drama', 'Romance', 'Sports'];1588;66;images\313.png
Ace wo Nerae! 2;Ace wo Nerae! 2;25/7/1988;25/10/1988;OVA;['Drama', 'Sports'];1206;68;images\314.png
A Chinese Ghost Story: The Tsui Hark Animation;Xiao Qian;26/7/1997;26/7/1997;MOVIE;['Action', 'Drama', 'Fantasy', 'Romance'];646;54;images\315.png
Final Fantasy VII: Advent Children;Final Fantasy VII: Advent Children;14/9/2005;14/9/2005;MOVIE;['Action', 'Fantasy'];22246;71;images\317.png
HAND MAID May;HAND MAID May;26/7/2000;27/9/2000;TV;['Comedy', 'Ecchi', 'Romance', 'Sci-Fi'];4146;61;images\318.png
Happy World!;Happy World!;13/12/2002;27/6/2003;OVA;['Comedy', 'Ecchi', 'Fantasy', 'Romance'];1015;53;images\319.png
Kite;A KITE;25/2/1998;25/10/1998;OVA;['Action', 'Drama', 'Hentai'];12313;61;images\320.png
Najica Blitz Tactics;Najica Dengeki Sakusen;5/10/2001;28/12/2001;TV;['Action', 'Comedy', 'Ecchi', 'Sci-Fi'];2209;54;images\321.png
Paradise Kiss;Paradise Kiss;13/10/2005;29/12/2005;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];38960;77;images\322.png
Paranoia Agent;Mousou Dairinin;3/2/2004;18/5/2004;TV;['Drama', 'Mystery', 'Psychological', 'Supernatural', 'Thriller'];85983;75;images\323.png
Patlabor the Mobile Police;Kidou Keisatsu Patlabor ON TELEVISION;11/10/1989;26/9/1990;TV;['Comedy', 'Mecha', 'Sci-Fi'];9140;75;images\324.png
Peach Girl: Super Pop Love Hurricane;Peach Girl;8/1/2005;25/6/2005;TV;['Drama', 'Romance', 'Slice of Life'];14066;64;images\325.png
Petshop of Horrors;Petshop of Horrors;2/3/1999;23/3/1999;TV;['Horror', 'Mystery', 'Psychological', 'Supernatural'];11174;66;images\326.png
Petite Princess Yucie;Puchi Puri * Yuushi;30/9/2002;24/3/2003;TV;['Comedy', 'Fantasy'];2879;66;images\327.png
Planetes;Planetes;4/10/2003;17/4/2004;TV;['Drama', 'Romance', 'Sci-Fi', 'Slice of Life'];44936;80;images\329.png
Midori Days;Midori no Hibi;4/4/2004;27/6/2004;TV;['Comedy', 'Drama', 'Ecchi', 'Romance', 'Slice of Life', 'Supernatural'];22859;68;images\330.png
Magical Circle Guru Guru;Mahoujin Guru Guru;13/10/1994;14/9/1995;TV;['Adventure', 'Comedy', 'Fantasy'];2777;68;images\331.png
Magical Circle Guru Guru 2;Doki Doki Densetsu: Mahoujin Guru Guru;4/4/2000;26/12/2000;TV;['Comedy', 'Fantasy'];904;64;images\332.png
Mama wa Shougaku 4 Nensei;Mama wa Shougaku 4 Nensei;10/1/1992;25/12/1992;TV;['Comedy', 'Drama', 'Sci-Fi'];1538;67;images\333.png
Marmalade Boy;Marmalade Boy;13/3/1994;3/9/1995;TV;['Comedy', 'Drama', 'Romance', 'Slice of Life'];8896;69;images\334.png
Mythical Detective Loki Ragnarok;Matantei Loki RAGNAROK;5/4/2003;27/9/2003;TV;['Comedy', 'Mystery', 'Supernatural'];4955;67;images\335.png
Ginyuu Mokushiroku Meine Liebe;Ginyuu Mokushiroku Meine Liebe;4/11/2004;3/2/2005;TV;['Drama', 'Fantasy'];1773;55;images\336.png
